Brand,Screen_Size,RAM,Processor,GPU,Price,,
HP,13.3,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,489.99,,
Lenovo,13.9,8,Intel Core i7 8th Gen.,Intel UHD Graphics 620,101,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,239.99,,
Acer,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,294.99,,
MSI,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 4050,668.65,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,369.99,,
Dell,14,8,Intel Core i7 4th Gen.,Intel Integrated Graphics,169,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,531.15,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,399.99,,
Dell,14,32,Intel Core i5 8th Gen.,Intel UHD Graphics 620,269.99,,
Lenovo,15.6,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,829,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,369.99,,
Lenovo,16,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,849,,
Dell,15.6,8,Intel Core i3 12th Gen.,Integrated Intel UHD Graphics,300,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,379.99,,
LG,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,525,,
Dell,14,32,Intel Core i5 8th Gen.,Intel UHD Graphics 620,299.99,,
Acer,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060,799.89,,
Lenovo,17.3,4,Intel Core i3 10th Gen.,Intel UHD Graphics,270,,
HP,15.6,8GB,Intel Core i5 8th Gen.,,320,,
Asus,15.6,16,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 3050,879,,
Dell,13.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,242.95,,
HP,15.6,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,874.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,189.99,,
Lenovo,12.5,8,Intel Core i5 8th Gen.,Intel HD Graphics,233.95,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,199,,
Dell,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,349.99,,
Asus,15.6,8,Intel Core i3 12th Gen.,,549,,
Lenovo,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,219.99,,
HP,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,574.99,,
HP,13.5,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,674.99,,
Dell,14,16,Intel Core i7 9th Gen.,NVIDIA GeForce MX150,300,,
Dell,15.6,32,Intel Core i7 13th Gen.,"NVIDIA RTX A1000, 6 GB GDDR6",649.99,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,645.32,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,199.99,,
HP,15.6,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,648,,
Microsoft,13.5,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,550,,
Dell,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,379.95,,
Dell,14,8,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,99.99,,
HP,15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics,229,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,268,,
Lenovo,13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,640,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,899.99,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,279.99,,
Dell,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A2000 8GB GDDR6,150,,
Dell,15.6,32,Intel Core i7 11th Gen.,Intel UHD Graphics,99.99,,
Lenovo,13.3,8,Intel Core i7 10th Gen.,Intel UHD Graphics,389.95,,
HP,14,16,Intel Core i5 7th Gen.,Intel HD Graphics 620,229,,
Lenovo,14,16,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,449.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,292.46,,
HP,15.6,64,Intel Core i7 8th Gen.,AMD Radeon Graphics,799,,
Dell,14,16,Intel Core i7 8th Gen.,Intel HD Graphics 620,344.99,,
HP,14,16,Intel Core i5 8th Gen.,,279.99,,
LG,17,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,649,,
Dell,15.6,16,Intel Core i7 8th Gen.,NVIDIA GeForce GTX 1050 Ti,339,,
Samsung,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,849.99,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,499.99,,
Lenovo,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,259.99,,
Dell,14,32,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,449.99,,
Lenovo,14,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,830,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,269.95,,
Lenovo,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,209.99,,
HP,15.6,32,Intel Core i7 8th Gen.,AMD Radeon Graphics,645,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,269.99,,
Dell,15.6,32,Intel Core i5 8th Gen.,Intel UHD Graphics,485,,
Dell,15.6,16,Intel Core i5 7th Gen.,Intel HD Graphics 620,419.99,,
Lenovo,14,16,Intel Core i5 8th Gen.,,279.99,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,319,,
Lenovo,14,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,305,,
Lenovo,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,169.99,,
Dell,13.3,32,Intel Core i7 8th Gen.,,384.46,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,179,,
Dell,14,8,Intel Core i3 8th Gen.,Intel UHD Graphics 620,170.99,,
Dell,13.3,16gb,Intel Core i7 8th Gen.,,259.99,,
Dell,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060 6GB,819.99,,
Lenovo,14,8,Intel Core i5 8th Gen.,AMD Radeon 540X,247.45,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,577.07,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,170.95,,
Lenovo,14,32,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,899.95,,
LG,16,16,Intel Core i7 12th Gen.,NVIDIA GeForce RTX2050,849.99,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,449.88,,
Acer,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,379,,
HP,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,215.95,,
Dell,15.6,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,151.99,,
Dell,14,64,Intel Core i5 8th Gen.,Intel UHD Graphics 620,328.99,,
Lenovo,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,339,,
Dell,17.3,32,Intel Core i5 11th Gen.,,699.95,,
Dell,14,16,Intel Core i7 10th Gen.,,344.99,,
HP,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,850,,
Dell,13.3,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,170.99,,
Dell,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics,510,,
Dell,12.3,8,Intel Core i5 8th Gen.,,299,,
Microsoft,13.5,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,499.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,,225,,
Microsoft,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799.99,,
Microsoft,13.3,8,Intel Core i5 10th Gen.,Iris Plus Graphics,329.99,,
Asus,17.3,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,449.99,,
Google,13.3,8,Intel Core i5 8th Gen.,,459.99,,
HP,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,150.95,,
Dell,12.5,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,199,,
HP,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,699.99,,
Microsoft,14.4,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,669.99,,
Lenovo,14,8,AMD Ryzen 3 4000 Series,AMD Radeon Graphics,169.95,,
Dell,13.4,16,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,544.94,,
Dell,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A2000 8GB GDDR6,699.99,,
HP,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,449.99,,
Samsung,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,539.99,,
Asus,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,282.49,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,579.99,,
Microsoft,13.5,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,629.99,,
MSI,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,449,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe,499.95,,
Lenovo,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,279.99,,
HP,14,16,Intel Core i7 11th Gen.,Intel UHD Graphics,519.99,,
Dell,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,379.66,,
Lenovo,14,16,Intel Core i7 13th Gen.,NVIDIA RTX A500,290,,
HP,15.6,16,Intel Core i5 12th Gen.,,649.77,,
Dell,15.6,32,Intel Core i7 9th Gen.,NVIDIA Quadro P620,499.99,,
Asus,15.6,8,Intel Core i5 11th Gen.,,299,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,599.95,,
HP,15,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,441.99,,
Dell,14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,244.99,,
Microsoft,15,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,789.99,,
Lenovo,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,229.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,275.39,,
Razer,13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649.99,,
Lenovo,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600 & Nvidia GeForce GT730M,359.1,,
Lenovo,13.3,8,Intel Core i5 11th Gen.,Iris Xe Graphics,399.99,,
Lenovo,16,16,Intel Core i7 12th Gen.,NVIDIA Quadro T550,949.99,,
Lenovo,14,8,Intel Core i5 13th Gen.,,389.99,,
Dell,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,239.99,,
Dell,15.6,32,Intel Core i7 8th Gen.,NVIDIA GeForce MX130,645,,
Apple,13.3,8,Intel Core i5 7th Gen.,Intel Iris Plus Graphics 650,399,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,669.99,,
Microsoft,14.4,64,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,549,,
Lenovo,17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,365.75,,
Lenovo,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,199.98,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,279.99,,
Microsoft,13.5,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,699.99,,
Microsoft,13,8,Intel Core i5 11th Gen.,Intel HD Graphics,59.99,,
Dell,14,16,Intel Core i7 10th Gen.,,353.99,,
HP,14,16,Intel Core i7 10th Gen.,,604.99,,
HP,13.5,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,724.99,,
Dell,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,598,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,359.99,,
HP,14,16,Intel Core i7 12th Gen.,Intel UHD Graphics,469.99,,
LG,17,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,699,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,469.99,,
HP,14,8,Intel Core i3 10th Gen.,,200,,
Dell,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,189.71,,
HP,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,749,,
HP,13.5,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799,,
Dell,13.4,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,829.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,349,,
Microsoft,13.5,16,Intel Core i7 10th Gen.,,499.99,,
Dell,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,149.99,,
Dell,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.99,,
Lenovo,13.3,8,Intel Core i7 10th Gen.,Intel UHD Graphics,305.96,,
Lenovo,14,16,Intel Core i7 8th Gen.,Microsoft Basic Display Adapter,319.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,619.99,,
HP,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,374.99,,
Dell,14,64,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,370,,
Asus,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,375,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,497.99,,
Lenovo,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,474.95,,
Dell,15.6,16,Intel Core i5 10th Gen.,Intel UHD Graphics,400,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics,299.99,,
Lenovo,16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,549.99,,
Lenovo,13.3,16,Intel Core i7 10th Gen.,Intel UHD Graphics,389.99,,
Dell,15,16,Intel Core i7 12th Gen.,NVIDIA T600 Laptop GPU,658.99,,
Lenovo,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,169.99,,
Lenovo,16,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,652.99,,
Samsung,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,869.99,,
Lenovo,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,389.99,,
Dell,14,16,Intel Core i3 10th Gen.,Intel(R) UHD Graphics,168.99,,
Dell,14,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,638.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,499.99,,
Dell,17.3,32,Intel Core i7 13th Gen.,NVIDIA RTX A1000 6GB GDDR6,899.99,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,422.1,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,509.99,,
Asus,17.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,456,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,386.1,,
Lenovo,15.6,32,Intel Core i7 10th Gen.,NVIDIA Quadro RTX 4000,899,,
Lenovo,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,189.99,,
HP,15.6,16,Intel Core i7 13th Gen.,NVIDIA RTX A500,974.99,,
LG,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,849.99,,
Dell,15.6,16,Intel Core i5 7th Gen.,NVIDIA GeForce GTX 1060,329,,
MSI,15.6,32,Intel Core i7 10th Gen.,nVidia GeForce RTX 2070 Super with Max-Q Design,749.95,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,429.99,,
Dell,13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,559.99,,
HP,16,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4060,975,,
Microsoft,13.5,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,599.89,,
Lenovo,15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A2000,899,,
Dell,13,16,Intel Core i5 12th Gen.,Intel Iris XE 80EU Graphics,694.95,,
Dell,15.6,8,Intel Core i7 8th Gen.,Intel UHD Graphics 620,219.99,,
Microsoft,15,32,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,799.99,,
HP,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,549.99,,
HP,15.6,16,Intel Core i7 11th Gen.,,979.77,,
HP,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,456.49,,
Dell,13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,49.99,,
Asus,17.3,8,Intel Core i5 12th Gen.,Intel UHD Graphics,387,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics,215.26,,
HP,17.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,659.45,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,850,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,376.29,,
Lenovo,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600 && Nvidia Quadro K1100M,341.1,,
Dell,14,16,Intel Core i5 8th Gen.,Intel HD Graphics 620,199,,
Dell,14,16,Intel Core i7 6th Gen.,,239.99,,
Lenovo,13.3,8,Intel Core i7 10th Gen.,Intel UHD Graphics,329.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,295.79,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,377.97,,
HP,15.6,16,Intel Core i7 7th Gen.,Intel HD Graphics 620,239.99,,
Dell Inc.,15.6,16,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,191.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,181.99,,
Lenovo,13.9,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,399.99,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,544.95,,
Asus,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,699.88,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,359.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,251.95,,
Lenovo,14,16,Intel Core i7 11th Gen.,NVIDIA Quadro T500,509.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,233.95,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,789.99,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,319,,
Samsung,13.3,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,349,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,750.49,,
Lenovo,14,8gb,Intel Core i7 8th Gen.,Intel UHD Graphics 620,289.99,,
Dell,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,99.99,,
Microsoft,13.5,16,Intel Core i5 10th Gen.,,469.99,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,499.99,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,679.99,,
Dell,15.6,32,Intel Core i7 13th Gen.,"NVIDIA RTX A1000, 6 GB GDDR6",799.99,,
Dell,12.5,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,399.99,,
Dell,15.6,16,Intel Core i5 7th Gen.,Intel HD Graphics 620,364,,
Dell,15.6,16,Intel Core i5 6th Gen.,Intel HD Graphics,299.99,,
Dell,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A2000 8GB GDDR6,599.99,,
HP,16,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,327,,
MSI,14,16,Intel Core i7 13th Gen.,nVidia GeForce RTX 4060,974.95,,
Dell,14,8,Intel Core i5 8th Gen.,Intel HD Graphics,188.95,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,749.99,,
Dell,15.6,64,Intel Core i5 7th Gen.,Intel HD Graphics 620,319.99,,
Dell,15.6,4,Intel Core i5 6th Gen.,Intel HD Graphics,229.99,,
Lenovo,15.6,8,Intel Core i7 8th Gen.,Intel UHD Graphics 620,319.99,,
HP,15.6,8,Intel Core i5 8th Gen.,,179.99,,
Lenovo,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,569.99,,
Dell,15.6,16,Intel Core i7 6th Gen.,NVIDIA GeForce GTX 960,289,,
Dell,13.4,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,719.99,,
HP,15.6,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600,353.43,,
Dell,13.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,300.89,,
HP,15,16,Intel Core i9 11th Gen.,NVIDIA T1200 Laptop GPU,719.99,,
Lenovo,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,724.95,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,251.95,,
HP,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,574.99,,
Lenovo,13,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,251.95,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,349.85,,
Dell,15.6,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,179.99,,
Dell,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB GDDR6,329.99,,
Asus,15.6,4,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,329.99,,
Dell,14,16,Intel Core i7 10th Gen.,,389,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,424.15,,
Dell,14,32,Intel Core i7 8th Gen.,,399.99,,
Dell,14,8,Intel Core i5 11th Gen.,NVIDIA GeForce MX350,389,,
HP,13.5,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,825,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,499.99,,
Lenovo,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,395.96,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,624.95,,
Dell,15,16,Intel Core i7 9th Gen.,Intel(R) UHD Graphics 630,259.99,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,395.96,,
Dell,14,16,Intel Core i7 11th Gen.,,422.06,,
HP,14,16,Intel Core i7 5th Gen.,AMD FirePro M4150 & Intel HD Graphics 5500,288,,
Dell,13.3,32,Intel Core i7 8th Gen.,,384.46,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,189.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,269.99,,
Samsung,13.3,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,589.99,,
Samsung,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,649.99,,
HP,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,319,,
HP,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,419.95,,
Dell,12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,121.46,,
Lenovo,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,329.99,,
Lenovo,15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,599,,
Dell,14,16,Intel Core i5 6th Gen.,,449.95,,
Lenovo,16,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,510,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,326.75,,
Lenovo,15.6,8,Intel Core i5 6th Gen.,Intel HD Graphics 520,242.1,,
Gateway,14.1,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,200,,
Lenovo,13.3,4,Intel Core i3 10th Gen.,Intel UHD Graphics,255.03,,
Lenovo,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,292.46,,
Dell,14,16,Intel Core i5 10th Gen.,,279,,
HP,17.3,16,Intel Core i7 4th Gen.,Intel HD Graphics 4600 && Nvidia Quadro K3100,332.1,,
HP,15.6,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,399,,
Lenovo,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,320,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,319.99,,
Dell,14,16,Intel Core i7 8th Gen.,,329.99,,
Lenovo,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics,243.46,,
HP,16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,849.53,,
Dell,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,539,,
Dell,14,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,325.99,,
Lenovo,15.6,16,Intel Core i7 10th Gen.,Intel UHD Graphics,389.99,,
Dell,14,32,Intel Core i7 11th Gen.,NVIDIA T500 4GB GDDR6,99.99,,
Dell,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,809.99,,
HP,15.6,16,Intel Core i7 11th Gen.,Nvidia T1200,774.99,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,386.96,,
Lenovo,14,32,Intel Core i7 7th Gen.,,379.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,599.99,,
Dell,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,790,,
HP,13.5,16,Intel Core i5 13th Gen.,Intel® Iris XE,519.55,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,233.95,,
Lenovo,15,32,Intel Core i7 9th Gen.,NVIDIA GeForce GTX 1660 Ti,589.99,,
Dell,14,16,Intel Core i7 5th Gen.,Nvidia GeForce 840M,249.99,,
Dell,12.3,8,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,162.99,,
Microsoft,13.5,8,Intel Core i5 10th Gen.,Intel Iris Plus Graphics,510,,
LG,17,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,703,,
Lenovo,14,4,AMD Ryzen 3 4000 Series,,225,,
Acer,14,16,AMD Ryzen 7 5000 Series,NVIDIA GeForce RTX 3050 Ti,729.88,,
Dell,14,8,Intel Core i7 10th Gen.,Intel UHD Graphics,332.96,,
Dell,15.6,32,Intel Core i7 7th Gen.,NVIDIA QUADRO (M2200),300,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,529.99,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,249,,
Acer,14,8,Intel Core i3 11th Gen.,Intel UHD Graphics,399.95,,
HP,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,594.99,,
Dell,13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,349,,
HP,15.6,8,Intel Core i3 11th Gen.,,353.4,,
Acer,15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3060,724.99,,
Dell,14,8,Intel Core i5 8th Gen.,,196.46,,
Dell,13.3,8,Intel Core i7 10th Gen.,NVIDIA GeForce MX250,289,,
Razer,15.6,16,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1660 Ti,839,,
Dell,13.3,16,Intel Core i7 10th Gen.,Intel UHD Graphics,419.99,,
